country,description,name,price,province,region,variety,winery
France,"Almost white in color, this is a rich wine with intense red-currant and raspberry fruits. It is a dry wine, destined to partner food, with fine acidity as well as a herbal edge. It is a concentrated wine, ready to drink from the end of 2017.",Excellence des Muraires,59,Provence,CÌ«tes de Provence,RosÌ©,Bernard Magrez
France,"The top wine from this estate is impressive. It has rich black fruits and firm tannins, showing its youthfulness. Its weight and concentration combine with the ripe fruits to give a wine that is destined for long-term aging. NÌ©grette, Syrah and Cabernet Sauvignon go into this fine blend. Drink it from 2020.",Optimum,28,Southwest France,Fronton,Red Blend,ChÌ¢teau Bellevue la ForÌ»t
US,"This blends 52% Chardonnay and 48% Pinot Noir in a seamless, focused package of bright acidity, moderate mousse and tangled peach, tangerine and blood orange flavors. It has impressive complexity and length, with a nutty note that closes out the finish.",DVX Sparkling RosÌ©,80,California,Napa Valley,Sparkling Blend,Mumm Napa
US,"Though labeled Willamette Valley, this is single vineyard Chehalem Mountains AVA fruit. Smooth, ripe and buttery, from sniff to swallow, it's loaded with Satsuma orange, Meyer lemon and pink-grapefruit flavors. The acids snap and the finish lingers, with a streak of vanilla and a slight sensation of heat.",Avellana Vineyard,63,Oregon,Willamette Valley,Chardonnay,Ponzi
US,"This is a very limited bottling of 80% Cabernet Franc and 20% Merlot. Roughly half spent time in new French oak, which brings a lovely toasty note into the foreground. There's a slight, not unpleasant funkiness, along with dusty baking spices, black cherry and currant, and a chunk of dark chocolate. It's big, bold and delicious, and drinking quite well at the moment.",Arsenal,40,Oregon,Applegate Valley,Cabernet Franc-Merlot,Quady North
US,"Loads of ripe blackberry and boysenberry aromas lead to a plush, not quite soft mouthfeel laced with berry, cherry, clove and cinnamon flavors. It's a very generous, mouth-filling wine that will bring a lot of enjoyment.",Jack Rabbit Flat Vineyard,50,California,Amador County,Zinfandel,Renwood
US,"Juicy blackberry and clove scents ride a full-bodied wave of flavor and leathery texture in this impressive wine. It shows both the brightness and the density of the appellation in a strong, warm vintage.",Gino's,34,California,Dry Creek Valley,Zinfandel,Sbragia
Italy,"A blend of Chardonnay, Garganega and Sauvignon, this has aromas of peach and golden apple. The simple palate offers pineapple and banana alongside bright acidity. Enjoy soon.",Bianco,10,Veneto,Veronese,White Blend,Amatore
Italy,"This opens with subdued aromas of espresso, grilled herb, scorched underbrush and French oak. The lean evolved palate shows roasted coffee bean, a hint of oak-driven spice and a salty note but the fruit has already dried up, leaving an abrupt, astringent finish.",Flauto Magico Riserva,149,Tuscany,Brunello di Montalcino,Sangiovese,Paradiso di Frassina
US,"The aromas of vanilla, herb and cherry show some volatility. The cherry flavors are light, finishing tart.",Cesar,26,Washington,Horse Heaven Hills,Bordeaux-style Red Blend,Martinez & Martinez
Argentina,Gritty aromas suggest burnt popcorn and match stick. This is a round oily style of TorrontÌ©s with briny tropical fruit flavors. A salty note of persimmon carries an O.K. finish.,Premium Series,16,Other,La Rioja,TorrontÌ©s,Solo Contigo
Argentina,"Aromas of roasted but slightly weedy berry fruits, road tar and latex precede a raw shallow pulling palate. This Malbec tastes of salty and savory black plums, tomatoes and herbs. On the finish, this delivers mostly spaghetti-sauce flavors.",ClÌÁsico,12,Mendoza Province,Mendoza,Malbec,Altos Las Hormigas
US,"Composed of 62% Sauvignon Blanc and 38% SÌ©millon, Bianca's White is minimally oaked and somewhat extreme in its acidity, with an intensity of tart flavor.",Bianca's White,15,California,Napa Valley,Sauvignon Blanc-Semillon,Napa by N.A.P.A.
France,"This wine is floral and spicy on the nose, but lacks the richness on the midpalate to fully support those ambitions. The result is a highly perfumed but modestly flavored wine with medium body and a dusty finish. Drink now.",ChÌ¢teau NoÌÇl Saint Laurent,14,RhÌ«ne Valley,CÌ«tes du RhÌ«ne,RhÌ«ne-style White Blend,Louis Bernard
Argentina,"Floral berry and plum aromas are also saucy and oaky, and thus discordant. A wobbly tannic palate with green herbal oaky blueberry flavors tastes grassy on the finish. If you know Casarena's wines, this fits the mold.",505 Esencia,12,Mendoza Province,Mendoza,Bordeaux-style Red Blend,Casarena
Spain,"Off the bat, this smells a bit like fruit punch, although with time it stiffens. A chunky heavy somewhat flat palate tastes of clove, chocolate and berry and plum.",Don RamÌ?n,9,Northern Spain,Campo de Borja,Red Blend,Bodegas Aragonesas
US,"This dry, tart wine smells like sliced apples and has lemon pastry-like flavors without the sweetness. The palate is full-bodied but cut with a zing of lemon and green apple.",Verdigris,35,California,Livermore Valley,White Blend,Las Positas
France,The wine is soft and fruity with hints of honey as well as mango and peach flavors. It is lightly perfumed leaving room for a crisp aftertaste. Drink now.,La Fleur Lily Semi-Sweet,12,Southwest France,CÌ«tes de Bergerac,Bordeaux-style White Blend,Domaine de Grange Neuve
Argentina,Low-intensity apple and pear aromas lead to a tight high-acid mouth. Severe flavors of lemon and lime are fairly sour. A long direct finish is linear and shearing.,Ji Ji Ji Finca Villa Seca Gen Fuerza Tranquila,17,Mendoza Province,Tupungato,Chenin Blanc,Gen Del Alma
Spain,"Aromas of buttered noodles and honey fail to hold up in the glass. This sweet Macabeo feels a bit watery, with no complexity to the palate structure. Flavors of honey and vanilla are slightly bitter.",Dulce Blanco,14,Levante,Jumilla,Macabeo,Casa de la Ermita
US,"A pure 100% Syrah that's got an elegant sense of restraint. Bright and compelling, the fruit surrounds classically delicious layers of black pepper and charcuterie, soft tannins and a vibrant personality that calls out for pairing with cured meats and sophisticated cheeses.",Gamma: The Complex,35,California,Sta. Rita Hills,Syrah,Ampelos
US,"Sourced entirely from the Otis Harlan Vineyard, these vines were planted about 25 years ago. It's a pleasure to see them singled out for this showcase bottling. It's a rich, oily, nutty, buttery style to be sure, but also dense with ripe apple, pear and peach fruit. The acidity buoys it up throughout a strong, long finish.",Dijon Clone,32,Washington,Yakima Valley,Chardonnay,Array
US,"The Daou brothers' considerable and continual investments is evidence that their wines will matter for years, ensuring a wise investment today. This 70% Cabernet Franc and 30% Merlot offers aromas of blueberry and cedar. Once sipped, the tannins grab with strength before dissipating smoothly. It's a seamless combo of spice, fruit, wood and herbs, but will evolve through at least 2025.",Seventeen Forty Reserve,56,California,Paso Robles,Bordeaux-style Red Blend,Daou
US,"Though the alcohol is on the high side, this vineyard ripens the fruit well enough to sustain varietal character without the veil of heavy new oak. Here it's 50% neutral, 50% new, yielding rich strawberry andcherry flavors with a stiff, mineral streak.",Ciel du Cheval Vineyard,39,Washington,Red Mountain,Merlot,CÌ«tes de Ciel
US,"This is an aromatic wine containing 8% Viognier, with perfumed notes of flowers and orange peel along with wet gravel, plum and smoked meat. The blue fruit flavors are intense and pure, backed by a squeeze of chalky tannins. Best after 2016.",Upland Vineyards,40,Washington,Snipes Mountain,Syrah,Kerloo
US,"The grape's stereotypical green nose gets a whole new interpretation, with aromas of sunburned hay, bags of desiccated grass and wild oregano. The herbaceous characters carry the palate, but it's smooth with thyme and chile verde flavors, and a lingering bit of citrus tartness and tannic grip.",Zabala Vineyard,20,California,Arroyo Seco,Sauvignon Blanc,Mercy
US,"In 1978, Zaca Mesa became the first winery to plant Syrah in Santa Barbara County, and Winemaker Eric Mohseni keeps pushing the quality. This offers notes of blueberry cobbler, rocks and fresh-turned soil, followed by blue fruit flavors, dark chocolate, leather and slight asphalt.",Mesa Reserve Estate Grown and Bottled,48,California,Santa Ynez Valley,Syrah,Zaca Mesa
France,"The wine is intense, full in the mouth and rich. The warm, concentrated character brings out both ripe fruits and minerality. The result is a textured wine, tangy and citrus-driven, that also has broad yellow fruits along with the final acidity. Drink from 2016.",Vieilles Vignes,14,Alsace,Alsace,Riesling,Domaine Jean Sipp
France,"Not overly sweet, this offers a spicy character on top of a touch of honey and fresh lemon flavors. It's surprisingly and attractively delicate for a Gewurztraminer, and ready to drink now.",Kessler Grand Cru,38,Alsace,Alsace,GewÌ?rztraminer,Domaines Schlumberger
US,"A classic Napa Valley Chardonnay, this is smooth, rich, balanced and well composed. Flowery aromas of honeysuckle open the way for lemon curd and ripe apple to compete with a depth of crÌ¬me brÌÈlÌ©e character that provides plenty of complexity, with additional accents of honey and spice.",CuvÌ©e Sauvage,40,California,Carneros,Chardonnay,Franciscan
US,"Bold and effusive in flavor, this full-bodied red gives ripe, concentrated, focused fruit flavors that recall boysenberry and blackberry. Tannins create that grippy, dry sensation that tames big slabs of meat. An attractive take on a traditional Spanish grape variety; drink now.",Rolleri CuvÌ©e,26,California,Calaveras County,Tempranillo,Hovey
US,"Still tight and young, this tastes like a keeper that will improve with time. Aged in all new American barrels, it shows aromas of coriander, cumin and smoke, with flavors like black cherry and black pepper. It balances well between firm tannins, good acidity and full flavors, and everything sails through the finish. Best after 2018.",Estate,30,California,Sierra Foothills,Syrah,Martin Lane Winery
France,"Made from young vines, this is the second wine of Suduiraut. It has young, honeyed character, with a ripe, opulent texture that lays bitter orange fruits over drier noble rot flavors. It is so delicious now, but will be better from 2017.",Castelnau de Suduiraut,35,Bordeaux,Sauternes,Bordeaux-style White Blend,ChÌ¢teau Suduiraut
US,"A solid wine for the price, this begins with honeydew and lime aromas. Flavors start with a spicy cinnamon apple before diving into buttered squash, melon and fresh lime, with a dash of salt.",Estate,15,California,Paso Robles,Chardonnay,Castoro Cellars
France,"Perfumed and off dry, this rich wine has spice, structure and a floral character. It is so young with its white fruits, hint of lychee and lime-juice acidity. The wine needs to age to reveal its potential. Drink from 2018.",Seppi Landmann ZinnkoeplÌ© Grand Cru,36,Alsace,Alsace,Riesling,Domaine RieflÌ©-Landmann
US,The new American oak barrel fermentation and aging steals the show on this wine. Notes of vanilla and woodspice overpower the variety's melon and apple aromas and flavors. There are some good things going on but it's hard to get at them.,The Reserve,25,Washington,Horse Heaven Hills,Chardonnay,14 Hands
US,This 100% varietal wine offers generous aromatic notes of guava and pink grapefruit. Flavors are lighter in style with the concentration a bit wanting but it finishes well.,The Reserve,22,Washington,Horse Heaven Hills,Sauvignon Blanc,14 Hands
US,"This rich, thick, concentrated wine offers big aromas, a velvety, tannic texture and ripe fruit flavors reminiscent of dried plums and blackberries. Full bodied, it shows a lot of oak influence in the strong vanilla and maple syrup aromas, as well as in the flavors.",Old Vine,25,California,Lodi,Zinfandel,Boneshaker
US,"This multi-vintage blend of Syrah, Grenache, MourvÌ¬dre and Petit Sirah offers notes of black and white pepper, sea salt, herbs and coffee. It's on the lighter side of medium bodied with a pillowy-soft texture and a spice-filled finish.",MV TrÌ?3,32,Washington,Columbia Valley (WA),RhÌ«ne-style Red Blend,Cairdeas
US,"Straightforward oak and roasted pear aromas great the nose on this wine from one of the region's central and historic vineyards. Flavors are a little flat at first, but then apple flesh and pear skin bitterness emerge, with citrusy acidity.",Reserve,35,California,Edna Valley,Chardonnay,Edna Valley Vineyard
Argentina,"Berry and plum aromas are spicy and saucy, with secondary notes of tomato and oregano. Snappy on the palate, this live-wire Malbec is a bit aggressive and acidic. Toasty oak and mint flavors accent fresh red-berry fruit prior to an energetic yet woody finish that's raw feeling but fair.",Reserve,18,Mendoza Province,Mendoza,Malbec,Ferllen
Italy,"Aromas suggest mature black berry, savory herb and a balsamic note. The palate displays baked plum, black pepper and anisette alongside bracing tannins.",Riserva,140,Tuscany,Brunello di Montalcino,Sangiovese,Tenuta di Sesta
Italy,"This robust wine delivers aromas of spiced plum, stewed prune, vanilla and chocolate that carry through to the ripe, monolithic palate. Drink through 2020.",Due Sorelle Riserva,60,Tuscany,Brunello di Montalcino,Sangiovese,Tenuta La Fuga
Italy,"Underbrush, tobacco and spiced plum aromas lead the nose. On the straightforward palate, notes of anise and clove add depth to the black cherry core. It's easy drinking, with lithe tannins.",Emilio Primo,25,Tuscany,Bolgheri,Red Blend,Terre del Marchesato
Italy,"This robust wine features aromas of stewed plum, damp hay and anisette. These carry over to the warm palate, along with dried fruit flavors and the heat of evident alcohol that throws it off balance.",Ripe al Convento Riserva,138,Tuscany,Brunello di Montalcino,Sangiovese,Castelgiocondo
US,"Made with 58% Malbec and 42% Syrah, this wine offers alluring aromas of thyme, dried herbs, raspberry and white pepper. It's elegant in style, supple in feel, providing a lot of easy-drinking pleasure.",Cutthroat Blend,35,Washington,Columbia Valley (WA),Red Blend,Flying Trout
US,"This blend of 41% Chardonnay, 26% Marsanne, 18% Roussanne and 15% Viognier shows notes of grilled sweet corn on the cob and Golden Delicious apple. It's broad in feel but seems to only have one trick to show.",MÌ©lange Blanc,23,Washington,Columbia Valley (WA),White Blend,Patterson
France,"This is well-balanced and ripe, with plenty of room for both the attractive black fruits and the firm tannic structure. Wood aging shows, although it will integrate well. The wine is fruity, likely to be ready to drink from 2016.",ChÌ¢teau Courbian,19,Bordeaux,MÌ©doc,Bordeaux-style Red Blend,Producta Vignobles
US,"The film director's sparkling ode to his director daughter delivers aromas of apple blossoms, pear cider and chalk. An apparent sweetness on the palate is cut with a pithy grip, the apple-juice base leveled with ample lime elements.",Sofia Blanc de Blancs,19,California,Monterey County,Sparkling Blend,Francis Ford Coppola
US,"This blend of 50% Viognier, 19% Chardonnay, 19% Sauvignon Blanc and 12% Pinot Gris offers notes of pear and flowers. It's broad and creamy in feel with stone fruit flavors on the finish.",Springline Super Tuscan-style,19,Washington,Columbia Valley (WA),White Blend,Genoa
US,"Softly layered red and black berries belie this wine's concentration and force, which is substantial, a backing of powerful leathery tannins at its core. On the nose, there's black peppercorn and an herbal element.",Bacigalupi Vineyard,48,California,Russian River Valley,Zinfandel,Graton Ridge
US,"This emphasizes freshness and a light touch, rather than the assertive flavors that this varietal can produce. It smells like rose petals, has a soft texture, rose petal and pear flavors, and delivers a light spritzy feeling on the tongue.",Estate Bottled,20,California,Anderson Valley,GewÌ?rztraminer,Navarro
US,"A kitchen-sink blend of nine different varieties with Merlot (40%) and Syrah (25%) taking the lead, this wine brings an assortment of herbs, blue fruit and woodspice along with light volatile notes. It's full bodied and sweet with abundant cherry flavors backed by grainy tannins.",Sharp Sisters,26,Washington,Columbia Valley (WA),Red Blend,Mercer
US,"This biodynamically farmed wine comes from Steep Creek Ranch next to the winery facility and Nelson Vineyard on the shores of the Columbia River. It shows lots of intrigue, with pure notes of herbs, mulberry and mineral that are enjoyable yet elusive. It's clingy in feel, with elegant yet rich fruit flavors.",Estate Grown,60,Washington,Columbia Gorge (WA),Syrah,Syncline
US,"Faint aromas on this 100% varietal wine suggest star fruit and wet stone. It's broad and fleshy in feel, but with light concentration to the Meyer lemon flavors. Pair with beurre-blanc sauced seafood.",Boushey Vineyard,25,Washington,Yakima Valley,Grenache Blanc,Syncline
France,"This is a rich, maturing wine that is full of toasty, yeasty flavors that are finely integrated with the orange zest and apple flavors. It is just right to drink now, at a midway point between youth and maturity but it will age for several more years. Drink until 2020.",Brut Prestige,66,Champagne,Champagne,Champagne Blend,Charles Ellner
France,"Ayala specializes in dry Champagnes and this is their extreme example. It has the right amount of bottle age to soften the intense acidity and bring in some toastiness and fruit. It can be drunk now, but a few more months in bottle would make it even better.",Brut Nature,75,Champagne,Champagne,Champagne Blend,Ayala
Italy,"Made from organically farmed grapes, this hearty blend of 90% Sangiovese and 10% Canaiolo opens with earthy aromas of violets, iris, mature black fruit and leather. The juicy, ripe palate delivers fleshy black cherry, truffle, tobacco, black pepper and mint alongside solid tannins. It has a meaty, rustic note but it's delicious. Alberello Imports, Ionia Atlantic Imports.",Riserva,25,Tuscany,Chianti Classico,Red Blend,Fattoria La Ripa
US,"This is a bone-dry, tannic, acidic and tightly wound Cabernet, with a solid core of blackberry aromas and flavors. Stylistically, it plants its flag squarely in favor of elegance, it just needs a little more time to fully integrate.",Special Reserve,40,California,Napa Valley,Cabernet Sauvignon,Herzog
US,"What this 100% Merlot lacks in subtlety, it makes up for in the sheer power of its fruit. It's rich and spicy in black cherry, milk chocolate, red licorice and oak, after being aged for 20 months in 100% new French barrels. With thick but refined tannins, it's drinkable now.",Estate Grown Cave Fermented,95,California,Napa Valley,Merlot,Jarvis
US,"The vineyard is in the Santa Maria Valley, and has been source for many years of great Pinots for multiple wineries lucky enough to obtain its fruit. The wines always show a similar profile of tannins, brisk acidity, a certain full-bodiedness and plenty of crushed brown spices. In this cool '11 vintage, the wine is particularly tart in cranberries and raspberries. Decant for a few hours before drinking.",Sierra Madre Vineyard,48,California,Santa Barbara County,Pinot Noir,La Montagne
US,"The winery's top cuvÌ©e is notable for its perfume of rose petals with a subtle whiff of body talc. Balanced and feminine, this soft and graceful wine glides across the palate with flavor highlights of cherries and plums. Drink now while it's at its best.",Lachini Family Estate,48,Oregon,Chehalem Mountains,Pinot Noir,Lachini
US,"Technically a Zin blend labeled as Old Vine Wine, Serious is velvety in texture with supple tannins and a complex taste of blueberry compote and cinnamon spice. With a brightness on the finish, it'll age and be interesting with food like venison or other game.",Serious,50,California,Lodi,Zinfandel,Macchia
US,"Dryness, acidity and minerality mark this Chardonnay. It's elegant, with Meyer lemon, lime and new French oak flavors that bring a rich note of buttered toast. The score is lifted by the wine's balance. Drink now‰ÛÒ2018.",Estate 25th Anniversary,28,California,Santa Lucia Highlands,Chardonnay,McIntyre Vineyards
US,"It takes a certain trust in the ageability of a young Calera Pinot Noir to appreciate it, as evidenced by this bottling. It's dry and tannic, with acid-inflected raspberry jam and oak flavors that show little in the way of complexity. Yet there are earthy, herbal, minerally depths. Granted that the vintage was difficult, this still is a wine to age. Try after 2017.",Reed Vineyard,60,California,Mt. Harlan,Pinot Noir,Calera
France,"Some bottle age gives a toasty character to the ripe fruit and lively acidity, adding extra complexity to this rich wine. The citrus and apple acidity are woven together in a tight, mature structure.",Grande RÌ©serve Brut,50,Champagne,Champagne,Champagne Blend,Charles Ellner
France,"This firm and structured wine also has full-on ripe, jammy fruits. The combination gives weight, richness and structure. A touch of licorice adds an extra dimension to this fruity, firm wine. Drink from 2017.",La ChÌ»neraie,55,Bordeaux,Fronsac,Bordeaux-style Red Blend,ChÌ¢teau Jeandeman
Italy,"Juicy flavors of white peach, green apple, pear and exotic fruit team with hints of mineral and white almond. The creamy palate is energized by crisp, quenching acidity that leaves a clean finish.",Limne,19,Lombardy,Lugana,Turbiana,Tenuta Roveglia
US,"This 100% Cabernet deserves its reserve status. Compared to the regular 2011, it's richer, with a smoothly tannic mouthfeel framing blackberry, black currant and cedar flavors. It will hold in the bottle until 2018, but there's no reason not to pop the cork now.",Reserve,50,California,Napa Valley,Cabernet Sauvignon,Triumph Cellars
US,"Dark in color and deeply flavored, as the name suggests, this blend has evocative blackberry, currant, grilled meat, black pepper and oak flavors. It's also tannic, suggesting cellaring until 2019.",Dark & Brooding,54,California,Sonoma County,Red Blend,Palmeri
US,"Made from Syrah and Grenache, this shows rich, fruity flavors of raspberries, cherries, figs and mocha, but perhaps the best thing is the acidity. It's clean, bright, savory and easy to drink.",Pendulum,35,California,Monterey County,RhÌ«ne-style Red Blend,Baker & Brain
US,"The acidity is like a double squeeze of lime juice. It gets the tastebuds whistling, which allowss the intense lemon, lime and mango flavors to spread across the mouth and sink deep into the palate. This zesty wine needs rich fare. Ahi tuna tartare is perfect.",Bald Mountain Vineyard,45,California,Ben Lomond Mountain,Chardonnay,Beauregard
US,"Aromas of Key lime skins and lemon bar cookies hide a slight but typical petrol note on this wine from the San Diego County-based producer. It's slightly sour on the citrusy palate, with balanced acidity and a chalky grip.",The Augur Kick On Ranch Vineyard,25,California,Santa Barbara County,Riesling,j.brix
US,"Petal pink in the glass, this wine was specifically grown to be a rosÌ© by winemaker David Galzignato. The nose is pretty with bubble gum, strawberry, raspberry and a bit of lime peel, and the palate offers flavors of ruby-red grapefruit and lemon juice, with bright acidity throughout.",1149 RosÌ© of,25,California,Paso Robles Willow Creek District,MourvÌ¬dre,Jada Vineyard & Winery
US,"The Central Coast's pioneering sparkling house offers a quite-pink bubbly with aromas of lemonade, yeast, white rocks and ruby-red grapefruit flesh. The palate shows sour strawberry and lime zest.",Brut RosÌ©,30,California,Arroyo Grande Valley,Sparkling Blend,Laetitia
US,"From a hilltop location near the ocean-influenced town of Freestone, this wine is silky in plum and dark cherry, a hint of mushroomed earth doing its best to come out. Robust on the palate, juicy berry fruit satisfies, finishing thick and rich.",Rayhill Vineyard,60,California,Sonoma Coast,Pinot Noir,Landmark
Italy,"Red currant, vanilla, toasted oak, coffee and chocolate aromas lead the nose and follow through to the dense, full-bodied palate. It's one-dimensional but muscular, with ample, velvety tannins.",Quercegobbe,65,Tuscany,Toscana,Merlot,Petra
Italy,"Aromas of underbrush, blue flowers, cooking spice and black plum unfold in the glass. A blend of 50% Sangiovese and 50% Malvasia Nera, the palate reveals dried black cherry, black pepper and anise alongside firm, polished tannins. Drink through 2017.",Maurleo,19,Tuscany,Toscana,Red Blend,Pietro Beconcini
Italy,"A blend of 60% Merlot and 40% Cabernet Sauvignon, this sleek wine opens with aromas of red currant, bell pepper and herbs. On the juicy palate, notes of white pepper and clove add interest to crushed strawberry and cassis. Tangy acidity and polished tannins provide the framework.",Lippo,28,Tuscany,Toscana,Red Blend,Pieve Santo Stefano
US,"Beautifully purple-pink in color, this blend of 46% MourvÌ¬dre, 41% Grenache and 13% Counoise shows smashed plums and watermelon extract on the nose. The acidity hits the palate first as does a grippy white rock minerality, with pomegranate fruits showing rather ripely.",Dianthus,27,California,Paso Robles,RosÌ©,Tablas Creek
Italy,"Aromas of vanilla, prune and nutmeg lead the nose on this robust Merlot. The dense, monolithic palate offers raisin, leather and licorice alongside the heat of evident alcohol and drying tannins. It's shy on freshness and fruit richness so drink sooner rather than later.",Trasolo,120,Tuscany,Toscana,Merlot,Tenuta Villa Trasqua
France,"While the wine has some concentration from the old vines, its general effect is of a soft, open and generous texture that is full and rounded. There is some spice, a touch of toast and full-bodied blackberry and currant flavors. Drink now.",Baron d'Ardeuil Vieilles Vignes,15,Southwest France,Buzet,Bordeaux-style Red Blend,Vignerons de Buzet
US,"Bruised apricot, lemonade and citrus rind-laden marzipan notes hit the nose on this wine, which is showing just a touch of nutty, honeyed oxidization. The macadamia nut element arises on the palate too, alongside intriguingly peaty flavors reminiscent of Scotch, with almond liqueur on the outro. It presents decent acidity throughout.",Reserve,35,California,Santa Cruz Mountains,Chardonnay,Wrights Station
France,"With its 50% SÌ©millon, this ripe wine has the potential to be rich. It has a perfumed, fruity character at this stage, emphasizing flowery fruits along with citrus. As it develops, it will fill out comfortably. Drink from 2016.",CuvÌ©e des Conti,16,Southwest France,Bergerac Sec,Bordeaux-style White Blend,ChÌ¢teau Tour des Gendres
France,"This rich, full-bodied wine is packed with ripe, dense blackberry and plum flavors. With firm tannins in the background, it is always going to be dark and solid. Produced on a single vineyard by the local cooperative, it could still age and will be best from 2016.",ChÌ¢teau Bazin,45,Southwest France,CÌ«tes du Marmandais,Red Blend,Cave du Marmandais
Italy,"Made entirely from the native grape Ciliegiolo, this offers aromas of violet, allspice and wild red berry. The bright palate doles out wild cherry, crushed raspberry and a hint of clove alongside silky tannins and fresh acidity. It's easygoing and made to be enjoyed young.",SerisÌ¬,22,Tuscany,Toscana,Ciliegiolo,Cesani
Italy,"Made entirely with Merlot, this densely extracted wine opens with aromas of toasted oak, black currants and vanilla. The tightly packed palate delivers dried blackberries, tobacco, espresso and licorice alongside raspy wood tannins that leave an astringent finish. It lacks the fruit richness to stand up to the heavy oak influence.",Poggio ai Merli,110,Tuscany,Toscana,Merlot,Castellare di Castellina
Italy,"A blend of Cabernet Sauvignon, Sangiovese, Merlot and Syrah, this opens with aromas of black currant, pencil shavings, toast and a whiff of pine. Notes of mocha, graphite and anise add depth to the black cherry core alongside chewy but astringent tannins that leave a drying finish. Drink 2016‰ÛÒ2018.",Non Confonditur,26,Tuscany,Toscana,Red Blend,Argiano
US,"Black pepper, anise, boysenberry and a bit of juniper combine for a slightly funky, somewhat reductive nose on this blend of 46% Grenache, 23% Petite Sirah, 23% Syrah, 6% Carignane and 2% MourvÌ¬dre. There's an ample amount of blackberry jam and chopped Italian herbs on the palate, with an asphalt character in the midpalate and a somewhat tart finish.",Hope,40,California,California,Red Blend,Aver Family Vineyards
US,"This super-smooth but hearty red blend made from Grenache, Syrah and MourvÌ¬dre smells smoky, meaty and oaky. It tastes savory and a bit peppery before a good dose of ripe, plummy flavor joins in. It feels full-bodied, and almost soft in texture because of light tannins, but has enough acidity to keep an appetizing balance.",The Sheriff,36,California,Livermore Valley,RhÌ«ne-style Red Blend,Vasco Urbano
Spain,"Easy berry and plum aromas come across clean and pure. This has a staunch mouthfeel with rubbery, pinching tannins. Earthy, ripe berry and plum flavors turn even riper on the back palate and finish, which lingers in a solid state.",Castillo de Albai Crianza,15,Northern Spain,Rioja,Tempranillo,Pagos del Rey
US,"Elegant and compact, it offers appealing flavors that call to mind a cherry popsickle‰ÛÓfruity, with palate-cleansing freshness. The wine does a gentle fade, perhaps more quickly than you'd wish.",Alloro Vineyard,60,Oregon,Chehalem Mountains,Pinot Noir,Torii Mor
US,"Balanced toward the bold side, it's full-bodied and shows aromas of ripe grapes and sage, accompanied by flavors of cherry and plum. Layers of fine tannin give it grip without bitterness. Tasty cherry and baking spice flavors linger on the finish.",Upstream,25,California,Lodi,Zinfandel,Watts
US,"A blend of 73% Petite Sirah with 17% Zinfandel, this is a black, inky wine, as to be expected, from Spring Mountain's longstanding York Creek Vineyard. Dusty, earthy and mouthfilling, it is out and out savory. Tastes of black pepper and gamy oak lead to a lingering finish marked by more peppery spice.",York Creek Vineyard,37,California,Napa Valley,Petite Sirah,Elyse
US,"Made with organically grown grapes, it features a levity of citrus at its heart, a celebration of crisp grapefruit and lime. Dry and midweight, it has texture and a pleasant, long-lasting finish.",Preston Vineyards,25,California,Dry Creek Valley,Sauvignon Blanc,Horse & Plow
US,"Racy, zesty aromas of honey and squeezed orange form the nose of this still-tight wine, a blend of 62% Grenache Blanc and 38% Rousanne from a vineyard at the mouth of the Arroyo Seco appellation. The crisp palate offers pear and apple cider flavors with a finish of honeydew melon. A perfect pairing for halibut and shellfish.",Le Cigare Blanc Beeswax Vineyard,26,California,Arroyo Seco,RhÌ«ne-style White Blend,Bonny Doon
US,"Thirst-quenching, lean and tangy, it would make a good match with shucked oysters. It shows lemon and green apple aromas, plus fresh and crisp citrus flavors. Medium in body, the texture is pleasantly lean while the finish is refreshing.",Estate,10,California,Amador County,Sauvignon Blanc,Clos du Lac
US,"There's a burly amount of black fruit and black tea in this estate wine, concentrated and coiled in a tight tannic structure. The fruit tends toward ripe black cherry and even blackberry, the texture is soft and the finish delightfully marked by a touch of chocolate.",Sexton Hill Vineyard,42,California,Russian River Valley,Pinot Noir,Balletto
Spain,"Oak, density and medicinal berry aromas are the three most prominent characteristics on the nose of this carbonic macerated Tempranillo. In the mouth, it's full and a bit grabby. Flavors of smoky oak and hickory vie with black-fruit tastes, while the finish is firm and dry, with residual woodiness.",MaceraciÌ?n CarbÌ?nica,16,Northern Spain,Rioja,Tempranillo Blend,Dominio de Berzal
Spain,"Floral, stony red-fruit aromas are the right set up for a tight, almost citric feeling palate. Flavors of cherry and red plum are narrow and quick-hitting, while the finish is bright, juicy and runs on acidity. This demands food; it's raw by itself.",AV14 Clos d'Englora,30,Catalonia,Montsant,Red Blend,Cellers Baronia del Montsant
Spain,"This modern Rioja opens with sweet, jammy, raisiny aromas and spice. The palate is cumbersome, with tomatoey acidity providing spine. Baked dark-fruit flavors show a leathery, spicy side, while the finish is full, grabby and tannic, with notes of prune and rubber. 70% Tempranillo and 30% Graciano.",InspiraciÌ?n Las Canteras,25,Northern Spain,Rioja,Tempranillo Blend,Bodegas Valdemar
Spain,"Minty, scratchy aromas of cherry and berry air out well. This feels chewy yet fresh in the mouth, with plum and cherry flavors matched by good overall intensity and balance. A controlled finish tastes dusty and loamy; drink through 2017.",Crianza,15,Northern Spain,Rioja,Tempranillo Blend,ViÌ±a Herminia
